Symbol	Description
NYHB	YTD Highs S&P 400
NYHC	YTD Highs Nasdaq 100
NYHD	YTD Highs Dow Indu
NYHE	YTD Highs Dow Comp
NYHF	YTD Highs Dow Tran
NYHG	YTD Highs Dow Util
NYHH	YTD Highs TSX Comp
NYHI	YTD Highs TSX 60
NYHJ	YTD Highs TSX Venture
NYHK	YTD Highs TSX
NYHL	YTD Highs TSXV
NYHM	YTD Highs CSE
NYHN	YTD Highs Canada
NYHO	YTD Highs Nasdaq Comp
NYHP	YTD Highs CAD ETFS
NYHU	YTD Highs OTC US
NYHV	YTD Highs S&P ESG
NYHY	YTD Highs S&P 500 Value
NYHZ	YTD Highs S&P 500 Growth
NYLA	YTD Lows S&P 600
NYLB	YTD Lows S&P 400
NYLC	YTD Lows Nasdaq 100
NYLD	YTD Lows Dow Indu
NYLE	YTD Lows Dow Comp
NYLF	YTD Lows Dow Tran
NYLG	YTD Lows Dow Util
NYLH	YTD Lows TSX Comp
NYLI	YTD Lows TSX 60
NYLJ	YTD Lows TSX Venture
NYLK	YTD Lows TSX
NYLL	YTD Lows TSXV
NYLM	YTD Lows CSE
NYLN	YTD Lows Canada
NYLO	YTD Lows Nasdaq Comp
NYLP	YTD Lows CAD ETFS
NYLU	YTD Lows OTC US
NYLV	YTD Lows S&P ESG
NYLY	YTD Lows S&P 500 Value
NYLZ	YTD Lows S&P 500 Growth
NZD	NZX 50 Index
OBX	Norway OBX Index
OEX	S&P 100 Index
OFIN	Nasdaq Other Financial Index
OSX	Phlx Euro Style Oil Svc Index
PCAM	Put Call Ratio Amzn
PCAP	Put Call Ratio Aapl
PCBA	Put Call Ratio BA
PCBB	Put Call Ratio Baba
PCBC	Put Call Ratio Bac
PCCI	Put Call Ratio C
PCCO	Put Call Ratio Coin
PCCS	Put Call Ratio Csco
PCDI	Put Call Ratio Dis
PCFB	Put Call Ratio Meta
PCFR	Put Call Ratio F
PCGO	Put Call Ratio Googl
PCIN	Put Call Ratio Intc
PCIW	Put Call Ratio Iwm
PCJP	Put Call Ratio JPM
PCMA	Put Call Ratio Mara
PCMD	Put Call Ratio Amd
PCMS	Put Call Ratio Msft
PCMU	Put Call Ratio Mu
PCNV	Put Call Ratio Nvda
PCOX	Put Call Ratio Oxy
PCP	Total Call/Put Ratio
PCPB	Bond Call/Put Ratio
PCPF	Put Call Ratio Pfe
PCPI	Index Call/Put Ratio
PCPL	Put Call Ratio Pltr
PCPS	Equity Call/Put Ratio
PCQQ	Put Call Ratio QQQ
PCSP	Put Call Ratio Spy
PCSX	Put Call Ratio SPX
PCTL	Put Call Ratio Tlt
PCTS	Put Call Ratio Tsla
PCVI	Put Call Ratio VIX
PCVX	Put Call Ratio Vxx
PCWM	Put Call Ratio Wmt
PCXO	Put Call Ratio Xom
QSHD	NASD Declining Stocks
QSHF	NASD Advances - Declines
QSHR	NASD Advance Decline Ratio
QSHU	NASD Advancing Stocks
QVLD	NASD Declining Volume
QVLF	NASD Advance Decline Volume Difference
QVLR	NASD Advance Decline Vol Ratio
QVLU	NASD Advancing Volume
R1FD	Russell 1000 Stocks Above 5-Day Average
R1FI	Russell 1000 Stocks Above 50-Day Average
R1OF	Russell 1000 Stocks Above 150-Day Average
R1OH	Russell 1000 Stocks Above 100-Day Average
R1TH	Russell 1000 Stocks Above 200-Day Average
R1TW	Russell 1000 Stocks Above 20-Day Average
R2FD	Russell 2000 Stocks Above 5-Day Average
R2FI	Russell 2000 Stocks Above 50-Day Average
R2OF	Russell 2000 Stocks Above 150-Day Average
R2OH	Russell 2000 Stocks Above 100-Day Average
R2TH	Russell 2000 Stocks Above 200-Day Average
R2TW	Russell 2000 Stocks Above 20-Day Average
R3FD	Russell 3000 Stocks Above 5-Day Average
R3FI	Russell 3000 Stocks Above 50-Day Average
R3OF	Russell 3000 Stocks Above 150-Day Average
R3OH	Russell 3000 Stocks Above 100-Day Average
R3TH	Russell 3000 Stocks Above 200-Day Average
R3TW	Russell 3000 Stocks Above 20-Day Average
RTS	RTSI Index
S1FD	S&P 100 Stocks Above 5-Day Average
S1FI	S&P 100 Stocks Above 50-Day Average
S1OF	S&P 100 Stocks Above 150-Day Average
S1OH	S&P 100 Stocks Above 100-Day Average
S1TH	S&P 100 Stocks Above 200-Day Average
S1TR	S&P 500 Automobiles & Components [TR]
S1TW	S&P 100 Stocks Above 20-Day Average
S2TR	S&P 500 Banks [TR]
S3TR	S&P 500 Capital Goods [TR]
S4FD	S&P 400 Stocks Above 5-Day Average
S4FI	S&P 400 Stocks Above 50-Day Average
S4OF	S&P 400 Stocks Above 150-Day Average
S4OH	S&P 400 Stocks Above 100-Day Average
S4TH	S&P 400 Stocks Above 200-Day Average
S4TR	S&P 500 -Commercial & Professional Services [TR]
S4TW	S&P 400 Stocks Above 20-Day Average
S5FD	S&P 500 Stocks Above 5-Day Average
S5FI	S&P 500 Stocks Above 50-Day Average
S5OF	S&P 500 Stocks Above 150-Day Average
S5OH	S&P 500 Stocks Above 100-Day Average
S5TH	S&P 500 Stocks Above 200-Day Average
S5TR	S&P 500 Consumer Durables & Apparel [TR]
S5TW	S&P 500 Stocks Above 20-Day Average
S6CD	S&P SmallCap600 Capped Consumer Discretionary [s
S6CS	S&P SmallCap600 Capped Consumer Staples [sector]
S6EP	S&P SmallCap600 Capped Energy [sector]Index
S6FD	S&P 600 Stocks Above 5-Day Average
S6FI	S&P 600 Stocks Above 50-Day Average
S6FP	S&P SmallCap600 Capped Financials [sector]Index
S6HC	S&P SmallCap600 Capped HealthCare [sector]Index
S6IP	S&P SmallCap600 Capped Industrials [sector]Index
S6MP	S&P SmallCap600 Capped Materials [sector]Index
S6OF	S&P 600 Stocks Above 150-Day Average
S6OH	S&P 600 Stocks Above 100-Day Average
S6TH	S&P 600 Stocks Above 200-Day Average
S6TP	S&P SmallCap600 Capped Information Technology [s
S6TR	S&P 500 Consumer Services [TR]
S6TW	S&P 600 Stocks Above 20-Day Average
S6UP	S&P SmallCap600 Capped Utilities & Telecom Servi
S7TR	S&P 500 Diversified Financials [TR]
S8TR	S&P 500 Energy [TR]
S9TR	S&P 500 Food & Staples Retailing [TR]
SAAB	S&P Asia Infrastructure Index
SAER	S&P GSCI Agriculture Capped Component 35/20 EUR
SAIE	S&P Africa 40 Index [EURO]
SAIU	S&P Africa 40 Index
SAPE	S&P Asia Property 40 Index
SAPT	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SAPU	S&P Asia Property 40 Index [EURO]
SAQA	S&P Global Water Index
SAQE	S&P Global Water Index [EURO]
SAUE	S&P GSCI Agriculture Capped Component 35/20 EUR
SBER	S&P GSCI Biofuel Index Excess Return
SBES	BLO M Emerging Shariah Index [NetTR]
SBFD	S&P Materials Stocks Above 5-Day Average
SBFI	S&P Materials Stocks Above 50-Day Average
SBIX	S&P 500 Banks non-TR
SBNP	S&P Custom/BNP Paribas SPECTRUMUS Sect or Moment
SBOF	S&P Materials Stocks Above 150-Day Average
SBOH	S&P Materials Stocks Above 100-Day Average
SBTH	S&P Materials Stocks Above 200-Day Average
SBTR	S&P GSCI Biofuel Index Total Return
SBTW	S&P Materials Stocks Above 20-Day Average
SBUP	S&P Food & Beverage Select Industry Index
SCII	CAT China Infrastructure [TR]
SCIR	S&P GSCI North American Copper Index Excess Retu
SCIS	S&P GSCI North American Copper Index
SCIT	S&P GSCI North American Copper Index Total Retur
SCSC	S&P /CITIC 300 Index
SCSE	S&P /CITIC 50 Index
SCUT	S&P/CITIC 300 -  Utilities [Sector]
SCWI	CAT China Water [TR]
SCWP	S&P Developed Ex-U.S.Property [USDollar]
SDEW	S&P 400 Midcap Equal Weighted Index
SDIP	S&P DCFI Index Excess Return
SDIS	S&P DCFIIndex
SDIT	S&P DCFI Index Total Return
SDPI	Goldman Sachs BRICs Nifty 50 Developed Markets I
SDTI	Goldman Sachs BRICs Nifty 50 Developed Markets I
SDTR	S&P 500 Food Beverage & Tobacco [TR]
SEAN	S&P Southeast Asia 40 Index [NetTR]
SECA	S&P GSCI Enhanced Commodity Index
SECB	S&P GSCI Enhanced Commodity Index Excess Return
SECC	S&P GSCI Enhanced Commodity Index Total Return
SEFD	S&P Energies Stocks Above 5-Day Average
SEFI	S&P Energies Stocks Above 50-Day Average
SEIE	S&P Global Eco Index [EURO]
SEIT	S&P Global REIT [AUD]
SEIU	S&P Global Eco Index
SEOF	S&P Energies Stocks Above 150-Day Average
SEOH	S&P Energies Stocks Above 100-Day Average
SETH	S&P Energies Stocks Above 200-Day Average
SETW	S&P Energies Stocks Above 20-Day Average
SFFD	S&P Financials Stocks Above 5-Day Average
SFFI	S&P Financials Stocks Above 50-Day Average
SFOF	S&P Financials Stocks Above 150-Day Average
SFOH	S&P Financials Stocks Above 100-Day Average
SFTH	S&P Financials Stocks Above 200-Day Average
SFTR	S&P 500 - Pharmaceuticals Biotechnology & Life
SFTW	S&P Financials Stocks Above 20-Day Average
SG0A	S&P GSCI Agriculture & Live Stock Index
SG0B	S&P GSCI Agriculture & Live Stock Index Excess R
SG0C	S&P GSCI Agriculture & Live Stock Index Total Re
SG0D	S&P GSCI Agriculture Index Excess Return
SG0E	S&P GSCI Agriculture Index Total Return
SG0F	S&P GSCI All Cattle Index
SG0G	S&P GSCI All Cattle Index Excess Return
SG0H	S&P GSCI All Cattle Index Total Return
SG0I	S&P GSCI All Crude Index
SG1A	S&P GSCI All Crude Index Total Return
SG1B	S&P GSCI All Wheat Index
SG1C	S&P GSCI All Wheat Index Excess Return
SG1D	S&P GSCI All Wheat Index Total Return
SG1E	S&P GSCI Aluminum Index
SG1F	S&P GSCI Aluminum Index Excess Return
SG1G	S&P GSCI Aluminum Index Total Return
SG1H	S&P GSCI Soybean Oil Index
SG1I	S&P GSCI Soybean Oil Index Excess Return
SG1J	S&P GSCI All Crude Index Excess Return
SG2A	S&P GSCI Brent Crude Index
SG2B	S&P GSCI Brent Crude Index Excess Return
SG2C	S&P GSCI Brent Crude Index Total Return
SG2D	S&P GSCI Cocoa Index
SG2E	S&P GSCI Cocoa Index Excess Return
SG2F	S&P GSCI Cocoa Index Total Return
SG2G	S&P GSCI Coffee Index Co Index
SG2H	S&P GSCI Coffee Index Excess Return
SG2I	S&P GSCI Coffee Index Total Return
SG2J	S&P GSCI Soybean Oil Index Total Return
SG3A	S&P GSCI Copper Index Excess Return
SG3B	S&P GSCI Copper Index Total Return
SG3C	S&P GSCI Corn Index
SG3D	S&P GSCI Corn Index Excess Return
SG3E	S&P GSCI Corn Index Total Return
SG3F	S&P GSCI Cotton Index
SG3G	S&P GSCI Cotton Index Excess Return
SG3H	S&P GSCI Cotton Index Total Return
SG3I	S&P GSCI Crude Oil Index
SG3J	S&P GSCI Copper Index
SG4A	S&P GSCI Crude Oil Index Total Return
SG4B	S&P GSCI Energy and Metals Index
SG4C	S&P GSCI Energy and Metals Index Excess Return
SG4D	S&P GSCI Energy and Metals Index Total Return
SG4E	S&P GSCI Energy Index Excess Return
SG4F	S&P GSCI Energy Index Total Return
SG4G	S&P GSCI Feeder Cattle Index
SG4H	S&P GSCI Feeder Cattle Index Excess Return
SG4I	S&P GSCI Feeder Cattle Index Total Return
SG4J	S&P GSCI Crude Oil Index Excess Return
SG5A	S&P GSCI Gas Oil Index Excess Return
SG5B	S&P GSCI Gas Oil Index Total Return
SG5C	S&P GSCI Gold Index
SG5D	S&P GSCI Gold Index Excess Return
SG5E	S&P GSCI Gold Index Total Return
SG5F	S&P GSCI Grains Index
SG5G	S&P GSCI Grains Index Excess Return
SG5H	S&P GSCI Grains Index Total Return
SG5I	S&P GSCI Heating Oil Index
SG5J	S&P GSCI Gas Oil Index
SG6A	S&P GSCI Heating Oil Index Total Return
SG6B	S&P GSCI Industrial Metals Index Excess Return
SG6C	S&P GSCI Industrial Metals Index Total Return
SG6D	S&P GSCI Kansas Wheat Index
SG6E	S&P GSCI Kansas Wheat Index Excess Return
SG6F	S&P GSCI Kansas Wheat Index Total Return
SG6G	S&P GSCI Lead Index
SG6H	S&P GSCI Lead Index Excess Return
SG6I	S&P GSCI Lead Index Total Return
SG6J	S&P GSCI Heating Oil Index Excess Return
SG7A	S&P GSCI Lean Hogs Index Excess Return
SG7B	S&P GSCI Lean Hogs Index Total Return
SG7C	S&P GSCI Light Energy Index [CPW4]
SG7D	S&P GSCI Light Energy Index [CPW4] Excess Return
SG7E	S&P GSCI Light Energy Index [CPW4] Total Return
SG7F	S&P GSCI Live Cattle Index
SG7G	S&P GSCI Live Cattle Index Excess Return
SG7H	S&P GSCI Live Cattle Index Total Return
SG7I	S&P GSCI Livestock Index Excess Return
SG7J	S&P GSCI Lean Hogs Index
SG8A	S&P GSCI Natural Gas Index
SG8B	S&P GSCI Natural Gas Index Excess Return
SG8C	S&P GSCI Natural Gas Index Total Return
SG8D	S&P GSCI Nickel Index
SG8E	S&P GSCI Nickel Index Excess Return
SG8F	S&P GSCI Nickel Index Total Return
SG8G	S&P GSCI Non-Energy Index Excess Return
SG8H	S&P GSCI Non-Energy Index
SG8I	S&P GSCI Non-Energy Index Total Return
SG8J	S&P GSCI Livestock Index Total Return
SG9A	S&P GSCI Non-Livestock Index Excess Return
SG9B	S&P GSCI Non-Livestock Index Total Return
SG9C	S&P GSCI Non-Natural Gas Index
SG9D	S&P GSCI Non-Natural Gas Index Excess Return
SG9E	S&P GSCI Non-Natural Gas Index Total Return
SG9F	S&P GSCI Non-Precious Index
SG9G	S&P GSCI Non-Precious Index Excess Return
SG9H	S&P GSCI Non-Precious Index Total Return
SG9I	S&P GSCI Petroleumex-Gas Oil Index
SG9J	S&P GSCI Non-Livestock Index
SGAA	S&P Global Agribusiness Composite Index USD
SGAB	S&P Global Agribusiness Composite Index EUR
SGAC	S&P Global Agribusiness Equity Index
SGAD	S&P Global Agribusiness Equity Index [EURO]
SGCC	S&P GSCI Capped Commodity 35/20 Index
SGCR	S&P GSCI All Metals Capped Index Excess Return
SGDO	S&P Global Dividend Opportunities Index
SGIA	S&P North American Natural Resources Sector Inde
SGIB	S&P North American Technology Sector Index
SGID	S&P North American Technology Software Index
SGIF	S&P North American Technology Multimedia Network
SGIR	S&P GSCI All Metals Index Excess Return
SGJ	S&P GSCI Energy
SGK	S&P GSCI Agriculture
SGLN	SGI Global Security Index [EURO] [TR]
SGMA	S&P GSCI All Metals Index
SGON	S&P Global Dividend Opportunities Index [NetTR]
SGP	S&P GSCI Precious Metals
SGPA	S&P GSCI All Metals Capped Index
SGPG	S&P GSCI Agriculture Capped Index
SGPP	S&P GSCI Capped Commodity 35/20 Index Excess Ret
SGPR	S&P GSCI Agriculture Capped Index Total Return
SGPT	S&P GSCI Capped Commodity 35/20 Index Total Retu
SGQA	S&P GSCI Petroleumex-Gas Oil Index Total Return
SGQB	S&P GSCI Petroleum Index
SGQC	S&P GSCI Petroleum Index Excess Return
SGQD	S&P GSCI Petroleum Index Total Return
SGQE	S&P GSCI Precious Metals Index Excess Return
SGQF	S&P GSCI Precious Metals Index Total Return
SGQG	S&P GSCI Reduced Energy Index [CPW2]
SGQH	S&P GSCI Reduced Energy Index [CPW2] Excess Retu
SGQI	S&P GSCI Reduced Energy Index [CPW2] Total Retur
SGQJ	S&P GSCI Petroleumex GasOil Index Excess Return
SGRC	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SGRE	S&P GSCI All Metals Capped Commodity 35/20 EUR I
SGRG	S&P GSCI Agriculture Capped Index Excess Return
SGRM	Cohen & Steers Global Realty Majors Portfolio [T
SGRT	S&P GSCI Agriculture Capped Component 35/20 EUR
SGSA	S&P GSCI Silver Index
SGSB	S&P GSCI Silver Index Excess Return
SGSC	S&P GSCI Silver Index Total Return
SGSD	S&P GSCI Soybeans Index
SGSE	S&P GSCI Excess Return
SGSF	S&P GSCI Soybeans Index Excess Return
SGSG	S&P GSCI Soybeans Index Total Return
SGSH	S&P GSCI Sugar Index
SGSJ	S&P GSCI Sugar Index Excess Return
SGSK	S&P GSCI Sugar Index Total Return
SGSM	S&P GSCI Ultra-Light Energy Index [CPW8] Excess
SGSN	S&P GSCI Ultra-Light Energy Index [CPW8] Total R
SGSO	S&P GSCI Unleaded Gasoline Index
SGSP	S&P GSCI Unleaded Gasoline Index Excess Return
SGSQ	S&P GSCI Unleaded Gasoline Index Total Return
SGSR	S&P GSCI Wheat Index
SGSS	S&P GSCI Wheat Index Excess Return
SGST	S&P GSCI Wheat Index Total Return
SGSU	S&P GSCI Zinc Index
SGSV	S&P GSCI Zinc Index Excess Return
SGSW	S&P GSCI Zinc Index Total Return
SGSX	S&P GSCI Ultra-LightEnergyIndex [CPW8]
SGT	S&P GSCI Total Return
SGTR	S&P GSCI All Metals Capped Index Total Return
SGV	CASINO GAMING
SGWT	S&P GSCI Select Equal Weight Index Tr
SGX	S&P GSCI FPI Index
SGY	S&P GSCI Industrial Metals
SHTR	S&P 500 HealthCare Equipment & Services [TR]
SIDO	S&P International Dividend Opportunities Index
SIFD	S&P Industrials Stocks Above 5-Day Average
SIFI	S&P Industrials Stocks Above 50-Day Average
SIIP	S&P DFFI Index Excess Return
SIIS	S&P DFFI Index
SIIT	S&P DFFI Index Total Return
SIOF	S&P Industrials Stocks Above 150-Day Average
SIOH	S&P Industrials Stocks Above 100-Day Average
SIRP	Cohen & Steers International Realty Majors Portf
SITH	S&P Industrials Stocks Above 200-Day Average
SITR	S&P 500 Insurance [TR]
SITW	S&P Industrials Stocks Above 20-Day Average
SIUT	S&P 500 2x Inverse Daily Index
SJPA	S&P Japan 500
SJPB	S&P Japan Mid Cap 100
SJPC	S&P Japan Small Cap 250 Index
SJPD	S&P TOPIX YEN
SJRI	S&P Japan Regional Index-Tokai
SJTR	S&P 500 Semiconductors & Semiconductor Equipment
SKFD	S&P Info Tech Stocks Above 5-Day Average
SKFI	S&P Info Tech Stocks Above 50-Day Average
SKOF	S&P Info Tech Stocks Above 150-Day Average
SKOH	S&P Info Tech Stocks Above 100-Day Average
SKTH	S&P Info Tech Stocks Above 200-Day Average
SKTR	S&P 500 Materials [TR]
SKTW	S&P Info Tech Stocks Above 20-Day Average
SLAC	S&P LAC40 [US$] [EURO] [NetTR]
SLCN	S&P US Carbon Efficient Index U.S. Carbci Index
SLCT	S&P U.S. Carbon Efficient Index [TR]
SLCU	S&P U.S. Carbon Efficient Index [NetTR]
SLEE	S&P GSCI Light Energy EUR Index
SLER	S&P GSCI Light Energy EUR Index ER
SLEW	S&P 600 Smallcap Equal Weighted Index
SLFD	S&P Telecom Srvs Stocks Above 5-Day Average
SLFI	S&P Telecom Srvs Stocks Above 50-Day Average
SLOF	S&P Telecom Srvs Stocks Above 150-Day Average
SLOH	S&P Telecom Srvs Stocks Above 100-Day Average
SLPE	Global Listed Private Equity Index
SLRT	S&P GSCI Light Energy EUR Index TR
SLTH	S&P Telecom Srvs Stocks Above 200-Day Average
SLTW	S&P Telecom Srvs Stocks Above 20-Day Average
SLUN	S&P 500 2x Leverage Daily Index
SML	S&P Small Caps 600 Index
SMRW	Revenue Shares MidCap Fund
SMTR	S&P GSCI All Metals Index Total Return
SNCH	Next 11 Core 8 Index
SNCT	Next 11 Core 8 Index [TR]
SNER	S&P GSCI Non-Energy EUR IndexER
SNNE	S&P Global Infrastructure Index [EURO] [NetTR]
SNNT	S&P Global Infrastructure Index [NetTR]
SNRE	S&P Global Natural Resources Index [EURO]
SNRT	S&P GSCI Non-Energy EUR Index TR
SNRU	S&P Global Natural Resources Index
SNTE	Next 11 Core 5 Index [TR]
SNUI	S&P GSCI Non-Energy EUR Index
SP500	S&P 500
SPAA	SGI Pan Africa Index [NetTR] Panri Indexet
SPAB	SGI Pan Africa Index [EURO] [NetTR]
SPAC	SGI Pan Africa Index
SPAD	S&P GSCI Palladium Index
SPEE	S&P Listed Private Equity Index [EURO]
SPER	S&P GSCI Palladium Index Excess Return
SPEY	S&P Listed Private Equity Index
SPFD	S&P Con Staples Stocks Above 5-Day Average
SPFI	S&P Con Staples Stocks Above 50-Day Average
SPIN	S&P GSCI Platinum Index
SPIR	S&P GSCI Platinum Index Excess Return
SPK	Spike Index
SPLR	S&P GSCI Platinum Index Total Return
SPOF	S&P Con Staples Stocks Above 150-Day Average
SPOH	S&P Con Staples Stocks Above 100-Day Average
SPPR	S&P International Preferred Stock Index
SPRL	SGI Premium List [NetTR]
SPRT	S&P GSCI Palladium Index Total Return
SPTH	S&P Con Staples Stocks Above 200-Day Average
SPTW	S&P Con Staples Stocks Above 20-Day Average
SPUS	S&P  Global Ex-U.S. Property [US Dollar]
SPXT	S&P 500 [TR]
SQTR	S&P 500 Software & Services [TR]
SRFI	S&P 500 Financials [Sector]
SRIC	S&P BRIC 40 Index [NetTR]
SRIE	S&P BRIC 40 Index [EURO] [NetTR]
SRMP	Cohen & Steers US Realty Majors Portfolio [TR]
SRPR	S&P Global REIT [USD]
SRTR	S&P 500 Real Estate [TR]
SRWI	Revenue Shares Large Cap Fund
SS1E	S&P 500 EQUAL WEIGHTED Materials [Sector]
SS1J	S&P 500 EQUAL WEIGHTED Energy [Sector]
SS2E	S&P 500 EQUAL WEIGHTED Consumer Discretionary [S
SS2J	S&P 500 EQUAL WEIGHTED Industrials [Sector]
SS3E	S&P 500 EQUAL WEIGHTED HealthCare [Sector]
SS3J	S&P 500 EQUAL WEIGHTED Consumer Staples [Sector]
SS4E	S&P 500 EQUAL WEIGHTED Information Technology [S
SS4J	S&P 500 EQUAL WEIGHTED Financials [Sector]
SS5E	S&P 500 EQUAL WEIGHTED Utilities [Sector]
SS5J	S&P 500 EQUAL WEIGHTED Telecommunication Service
SSAE	S&P Southeast Asia 40 Index [EURO]
SSAI	S&P Southeast Asia 40 Index [EURO] [NetTR]
SSAU	S&P Southeast Asia 40 Index
SSAX	S&P Asia50
SSBE	S&P BRIC 40 Index [EURO]
SSBR	S&P BRIC 40 Index
SSCA	S&P Asia Pacific Emerging BMI [USDollar]
SSCB	S&P Mid-East and Africa BMI [USDollar]
SSCE	S&P /Citigroup BMI EPAC Index
SSCH	S&P China BMI [USDollar]
SSCK	S&P EM BMI [USDollar]
SSCL	S&P Latin America BMI [USDollar]
SSCM	Schwab 1000 Index
SSCP	S&P /Citigroup BMI Asia Pacific Index
SSCQ	S&P European Emerging BMI [CAPPED] [USDollar]
SSCS	S&P Developed Ex US Under USD 2 Billion [USDolla
SSCU	S&P /Citigroup BMI Europe Index
SSCW	S&P Developed Ex-U.S.BMI [USDollar]
SSDI	S&P 500 Dividend Index
SSEW	S&P GSCI Select Equal Weight Index Spot
SSFD	S&P Real Estate Stocks Above 5-Day Average
SSFI	S&P Real Estate Stocks Above 50-Day Average
SSGC	S&P GSCI Enhanced Capped Index
SSGD	S&P GLOBAL1200-Consumer Discretionary [Sector]
SSGE	S&P GLOBAL1200-Energy [Sector]
SSGF	S&P GLOBAL1200-Financials [Sector]
SSGH	S&P GLOBAL1200-HealthCare [Sector]
SSGI	S&P GLOBAL1200-Information Technology [Sector]
SSGL	S&P GLOBAL1200
SSGM	S&P GLOBAL1200-Materials [Sector]
SSGN	S&P GLOBAL1200-Industrials [Sector]
SSGO	S&P GSCI E27 WTI Index
SSGP	S&P GSCI Enhanced Capped Index Excess Return
SSGR	S&P GSCI Enhanced Capped Index Total Return
SSGS	S&P GLOBAL1200-Consumer Staples [Sector]
SSGT	S&P GLOBAL1200-Telecommunication Services [Secto
SSGU	S&P GLOBAL1200-Utilities [Sector]
SSGX	S&P GSCI E27WTI Index Excess Return
SSGZ	S&P GSCI E27WTI Index Total Return
SSHE	S&P Europe 350 Shariah Index
SSHJ	S&P Japan 500 Shariah Index
SSHX	S&P 500 Shariah Index
SSIA	Credit Suisse Social Awareness Index
SSIB	S&P GSCI Softs Index Excess Return
SSIC	S&P GSCI Softs Index Total Return
SSIP	S&P DFI Index Excess Return
SSIS	S&P DFI Index
SSIT	S&P DFI Index Total Return
SSLF	S&P Select Frontier Index
SSLS	S&P Custom/BNP Paribas-SPECTRUM [GRIPTEST]
SSMI	Swiss Market
SSNI	SGI Global Nanotechnology Index [NetTR]
SSOF	S&P Real Estate Stocks Above 150-Day Average
SSOH	S&P Real Estate Stocks Above 100-Day Average
SSPA	S&P ADR Index
SSPE	S&P EUROPE 350
SSPF	S&P EUROPE 350 - Financials [Sector]
SSPI	S&P EUROPE 350 - Information Technology [Sector]
SSPL	S&P 500Telecom&IT
SSPN	S&P 500Energy[Sector]
SSPT	S&P EUROPE 350 - Telecommunication Services [Sec
SSPU	S&P EURO
SSRF	S&P Preferred Stock Index
SSRW	Revenue Shares Small Cap Fund
SSTH	S&P Real Estate Stocks Above 200-Day Average
SSTU	S&P 500 EQUAL WEIGHTED Utilities & Telecommunica
SSTW	S&P Real Estate Stocks Above 20-Day Average
SSUC	S&P GSCI Capped Component 35/20 Index
SSUP	S&P GSCI Capped Component 35/20 Index Excess Ret
SSUT	S&P GSCI Capped Component 35/20 Index Total Retu
SSWP	S&P GSCI Select Equal Weight Index Er
STCE	S&P Global Clean Energy Index [EURO]
STCL	S&P Global Clean Energy Index
STFE	S&P Global Timber and Forestry Index [EURO]
STFU	S&P Global Timber and Forestry Index
STIF	S&P Global Infrastructure Index [EURO]
STIL	SGI Smart WTI Long Invest Index [NEWVA]
STIR	S&P Global Infrastructure Index
STMP	Tortoise MLP Index
STRA	S&P Target Risk Aggressive Index
STRB	S&P Target Risk Moderate Index
STRC	S&P Target Risk Growth Index
STRD	S&P Target Risk Conservative Index
STRL	S&P LAC40 [US$] [NetTR]
STRN	S&P 500 [NetTR]
STRS	S&P 500 TR Short
STRT	S&P 500 Telecommunication Services [TR]
STRU	S&P 500 Household & Personal Products [TR]
STSI	SGI Smart WTI Short Invest Index [NEWVA]
STSU	S&P TOP IX150 Shariah [USD]
STSY	S&P TOP IX150 Shariah
STTR	S&P 500 Technology Hardware & Equipment [TR]
SUCD	S&P Select Sector Capped 20% Consumer Discretion
SUCS	S&P Select Sector Capped 20% Consumer Staples In
SUEP	S&P Select Sector Capped 20% Energy Index Net TR
SUFD	S&P Utilities Stocks Above 5-Day Average
SUFI	S&P Utilities Stocks Above 50-Day Average
SUFP	S&P Select Sector Capped 20% Financials Index Ne
SUHC	S&P Select Sector Capped 20% HealthCare Index Ne
SUIP	S&P Select Sector Capped 20% Industrials Index N
SUJP	S&P Mitsubishi Corporate Group Index
SUKP	S&P United Kingdom [PDS]
SUKS	S&P United Kingdom [USD]
SUMI	S&P Select Sector Capped 20% Materials Index Net
SUNI	MAC GLOBAL SOLAR INDEX
SUOF	S&P Utilities Stocks Above 150-Day Average
SUOH	S&P Utilities Stocks Above 100-Day Average
SUPI	S&P Select Sector Capped 20% Utilities Index Net
SURI	S&P /Citigroup BMI REIT SUS Index
SUTH	S&P Utilities Stocks Above 200-Day Average
SUTP	S&P Select Sector Capped 20% Technology Index Ne
SUTW	S&P Utilities Stocks Above 20-Day Average
SVFD	S&P Health Care Stocks Above 5-Day Average
SVFI	S&P Health Care Stocks Above 50-Day Average
SVOF	S&P Health Care Stocks Above 150-Day Average
SVOH	S&P Health Care Stocks Above 100-Day Average
SVTH	S&P Health Care Stocks Above 200-Day Average
SVTR	Next 11 Vietnam [TotalReturn] Index
SVTW	S&P Health Care Stocks Above 20-Day Average
SW0B	S&P Developed Ex-U.S.BMI [Capped] Energy
SW0C	S&P Developed Ex-U.S.BMI [Capped] Materials
SW0D	S&P Developed Ex-U.S.BMI [Capped] Industrials
SW0E	S&P Developed Ex-U.S.BMI [Capped] Consumer Discr
SW0F	S&P Developed Ex-U.S.BMI [Capped] Consumer Stapl
SW0G	S&P Developed Ex-U.S.BMI [Capped] HealthCare
SW0H	S&P Developed Ex-U.S.BMI [Capped] Financials
SW0I	S&P Developed Ex-U.S.BMI [Capped] Information Te
